object;date;fact
61518;01.03.2019 21:00;
61518;01.03.2019 22:00;
61518;01.03.2019 23:00;
50606;01.03.2019 0:00;
50606;01.03.2019 1:00;
50606;01.03.2019 2:00;
50606;01.03.2019 3:00;
50606;01.03.2019 4:00;
50606;01.03.2019 5:00;
50606;01.03.2019 6:00;
50606;01.03.2019 7:00;
50606;01.03.2019 8:00;
50606;01.03.2019 9:00;
50606;01.03.2019 10:00;
50606;01.03.2019 11:00;
50606;01.03.2019 12:00;
50606;01.03.2019 13:00;
50606;01.03.2019 14:00;
50606;01.03.2019 15:00;
50606;01.03.2019 16:00;
50606;01.03.2019 17:00;
50606;01.03.2019 18:00;
50606;01.03.2019 19:00;
50606;01.03.2019 20:00;
50606;01.03.2019 21:00;
50606;01.03.2019 22:00;
50606;01.03.2019 23:00;
54284;01.03.2019 0:00;
54284;01.03.2019 1:00;
54284;01.03.2019 2:00;
54284;01.03.2019 3:00;
54284;01.03.2019 4:00;
54284;01.03.2019 5:00;
54284;01.03.2019 6:00;
54284;01.03.2019 7:00;
54284;01.03.2019 8:00;
54284;01.03.2019 9:00;
54284;01.03.2019 10:00;
54284;01.03.2019 11:00;
54284;01.03.2019 12:00;
54284;01.03.2019 13:00;
54284;01.03.2019 14:00;
54284;01.03.2019 15:00;
54284;01.03.2019 16:00;
54284;01.03.2019 17:00;
54284;01.03.2019 18:00;
54284;01.03.2019 19:00;
54284;01.03.2019 20:00;
54284;01.03.2019 21:00;
54284;01.03.2019 22:00;
54284;01.03.2019 23:00;
33894;01.03.2019 0:00;
33894;01.03.2019 1:00;
33894;01.03.2019 2:00;
33894;01.03.2019 3:00;
33894;01.03.2019 4:00;
33894;01.03.2019 5:00;
33894;01.03.2019 6:00;
33894;01.03.2019 7:00;
33894;01.03.2019 8:00;
33894;01.03.2019 9:00;
33894;01.03.2019 10:00;
33894;01.03.2019 11:00;
33894;01.03.2019 12:00;
33894;01.03.2019 13:00;
33894;01.03.2019 14:00;
33894;01.03.2019 15:00;
33894;01.03.2019 16:00;
33894;01.03.2019 17:00;
33894;01.03.2019 18:00;
33894;01.03.2019 19:00;
33894;01.03.2019 20:00;
33894;01.03.2019 21:00;
33894;01.03.2019 22:00;
33894;01.03.2019 23:00;
11360;01.03.2019 0:00;
11360;01.03.2019 1:00;
11360;01.03.2019 2:00;
11360;01.03.2019 3:00;
11360;01.03.2019 4:00;
11360;01.03.2019 5:00;
11360;01.03.2019 6:00;
11360;01.03.2019 7:00;
11360;01.03.2019 8:00;
11360;01.03.2019 9:00;
11360;01.03.2019 10:00;
11360;01.03.2019 11:00;
11360;01.03.2019 12:00;
11360;01.03.2019 13:00;
11360;01.03.2019 14:00;
11360;01.03.2019 15:00;
11360;01.03.2019 16:00;
11360;01.03.2019 17:00;
11360;01.03.2019 18:00;
11360;01.03.2019 19:00;
11360;01.03.2019 20:00;
11360;01.03.2019 21:00;
11360;01.03.2019 22:00;
11360;01.03.2019 23:00;
88297;01.03.2019 0:00;
88297;01.03.2019 1:00;
88297;01.03.2019 2:00;
88297;01.03.2019 3:00;
88297;01.03.2019 4:00;
88297;01.03.2019 5:00;
88297;01.03.2019 6:00;
88297;01.03.2019 7:00;
88297;01.03.2019 8:00;
88297;01.03.2019 9:00;
88297;01.03.2019 10:00;
88297;01.03.2019 11:00;
88297;01.03.2019 12:00;
88297;01.03.2019 13:00;
88297;01.03.2019 14:00;
88297;01.03.2019 15:00;
88297;01.03.2019 16:00;
88297;01.03.2019 17:00;
88297;01.03.2019 18:00;
88297;01.03.2019 19:00;
88297;01.03.2019 20:00;
88297;01.03.2019 21:00;
88297;01.03.2019 22:00;
88297;01.03.2019 23:00;
18512;01.03.2019 0:00;
18512;01.03.2019 1:00;
18512;01.03.2019 2:00;
18512;01.03.2019 3:00;
18512;01.03.2019 4:00;
18512;01.03.2019 5:00;
18512;01.03.2019 6:00;
18512;01.03.2019 7:00;
18512;01.03.2019 8:00;
18512;01.03.2019 9:00;
18512;01.03.2019 10:00;
18512;01.03.2019 11:00;
18512;01.03.2019 12:00;
18512;01.03.2019 13:00;
18512;01.03.2019 14:00;
18512;01.03.2019 15:00;
18512;01.03.2019 16:00;
18512;01.03.2019 17:00;
18512;01.03.2019 18:00;
18512;01.03.2019 19:00;
18512;01.03.2019 20:00;
18512;01.03.2019 21:00;
18512;01.03.2019 22:00;
18512;01.03.2019 23:00;
61577;01.03.2019 0:00;
61577;01.03.2019 1:00;
61577;01.03.2019 2:00;
61577;01.03.2019 3:00;
61577;01.03.2019 4:00;
61577;01.03.2019 5:00;
61577;01.03.2019 6:00;
61577;01.03.2019 7:00;
61577;01.03.2019 8:00;
61577;01.03.2019 9:00;
61577;01.03.2019 10:00;
61577;01.03.2019 11:00;
61577;01.03.2019 12:00;
61577;01.03.2019 13:00;
61577;01.03.2019 14:00;
61577;01.03.2019 15:00;
61577;01.03.2019 16:00;
61577;01.03.2019 17:00;
61577;01.03.2019 18:00;
61577;01.03.2019 19:00;
61577;01.03.2019 20:00;
61577;01.03.2019 21:00;
61577;01.03.2019 22:00;
61577;01.03.2019 23:00;
48883;01.03.2019 0:00;
48883;01.03.2019 1:00;
48883;01.03.2019 2:00;
48883;01.03.2019 3:00;
48883;01.03.2019 4:00;
48883;01.03.2019 5:00;
48883;01.03.2019 6:00;
48883;01.03.2019 7:00;
48883;01.03.2019 8:00;
48883;01.03.2019 9:00;
48883;01.03.2019 10:00;
48883;01.03.2019 11:00;
48883;01.03.2019 12:00;
48883;01.03.2019 13:00;
48883;01.03.2019 14:00;
48883;01.03.2019 15:00;
48883;01.03.2019 16:00;
48883;01.03.2019 17:00;
48883;01.03.2019 18:00;
48883;01.03.2019 19:00;
48883;01.03.2019 20:00;
48883;01.03.2019 21:00;
48883;01.03.2019 22:00;
48883;01.03.2019 23:00;
20238;01.03.2019 0:00;
20238;01.03.2019 1:00;
20238;01.03.2019 2:00;
20238;01.03.2019 3:00;
20238;01.03.2019 4:00;
20238;01.03.2019 5:00;
20238;01.03.2019 6:00;
20238;01.03.2019 7:00;
20238;01.03.2019 8:00;
20238;01.03.2019 9:00;
20238;01.03.2019 10:00;
20238;01.03.2019 11:00;
20238;01.03.2019 12:00;
20238;01.03.2019 13:00;
20238;01.03.2019 14:00;
20238;01.03.2019 15:00;
20238;01.03.2019 16:00;
20238;01.03.2019 17:00;
20238;01.03.2019 18:00;
20238;01.03.2019 19:00;
20238;01.03.2019 20:00;
20238;01.03.2019 21:00;
20238;01.03.2019 22:00;
20238;01.03.2019 23:00;
88648;01.03.2019 0:00;
88648;01.03.2019 1:00;
88648;01.03.2019 2:00;
88648;01.03.2019 3:00;
88648;01.03.2019 4:00;
88648;01.03.2019 5:00;
88648;01.03.2019 6:00;
88648;01.03.2019 7:00;
88648;01.03.2019 8:00;
88648;01.03.2019 9:00;
88648;01.03.2019 10:00;
88648;01.03.2019 11:00;
88648;01.03.2019 12:00;
88648;01.03.2019 13:00;
88648;01.03.2019 14:00;
88648;01.03.2019 15:00;
88648;01.03.2019 16:00;
88648;01.03.2019 17:00;
88648;01.03.2019 18:00;
88648;01.03.2019 19:00;
88648;01.03.2019 20:00;
88648;01.03.2019 21:00;
88648;01.03.2019 22:00;
88648;01.03.2019 23:00;
43017;01.03.2019 0:00;
43017;01.03.2019 1:00;
43017;01.03.2019 2:00;
43017;01.03.2019 3:00;
43017;01.03.2019 4:00;
43017;01.03.2019 5:00;
43017;01.03.2019 6:00;
43017;01.03.2019 7:00;
43017;01.03.2019 8:00;
43017;01.03.2019 9:00;
43017;01.03.2019 10:00;
43017;01.03.2019 11:00;
43017;01.03.2019 12:00;
43017;01.03.2019 13:00;
43017;01.03.2019 14:00;
43017;01.03.2019 15:00;
43017;01.03.2019 16:00;
43017;01.03.2019 17:00;
43017;01.03.2019 18:00;
43017;01.03.2019 19:00;
43017;01.03.2019 20:00;
43017;01.03.2019 21:00;
43017;01.03.2019 22:00;
43017;01.03.2019 23:00;
97406;01.03.2019 0:00;
97406;01.03.2019 1:00;
97406;01.03.2019 2:00;
97406;01.03.2019 3:00;
97406;01.03.2019 4:00;
97406;01.03.2019 5:00;
97406;01.03.2019 6:00;
97406;01.03.2019 7:00;
97406;01.03.2019 8:00;
97406;01.03.2019 9:00;
97406;01.03.2019 10:00;
97406;01.03.2019 11:00;
97406;01.03.2019 12:00;
97406;01.03.2019 13:00;
97406;01.03.2019 14:00;
97406;01.03.2019 15:00;
97406;01.03.2019 16:00;
97406;01.03.2019 17:00;
97406;01.03.2019 18:00;
97406;01.03.2019 19:00;
97406;01.03.2019 20:00;
97406;01.03.2019 21:00;
97406;01.03.2019 22:00;
97406;01.03.2019 23:00;
55637;01.03.2019 0:00;
55637;01.03.2019 1:00;
55637;01.03.2019 2:00;
55637;01.03.2019 3:00;
55637;01.03.2019 4:00;
55637;01.03.2019 5:00;
55637;01.03.2019 6:00;
55637;01.03.2019 7:00;
55637;01.03.2019 8:00;
55637;01.03.2019 9:00;
55637;01.03.2019 10:00;
55637;01.03.2019 11:00;
55637;01.03.2019 12:00;
55637;01.03.2019 13:00;
55637;01.03.2019 14:00;
55637;01.03.2019 15:00;
55637;01.03.2019 16:00;
55637;01.03.2019 17:00;
55637;01.03.2019 18:00;
55637;01.03.2019 19:00;
55637;01.03.2019 20:00;
55637;01.03.2019 21:00;
55637;01.03.2019 22:00;
55637;01.03.2019 23:00;
99086;01.03.2019 0:00;
99086;01.03.2019 1:00;
99086;01.03.2019 2:00;
99086;01.03.2019 3:00;
99086;01.03.2019 4:00;
99086;01.03.2019 5:00;
99086;01.03.2019 6:00;
99086;01.03.2019 7:00;
99086;01.03.2019 8:00;
99086;01.03.2019 9:00;
99086;01.03.2019 10:00;
99086;01.03.2019 11:00;
99086;01.03.2019 12:00;
99086;01.03.2019 13:00;
99086;01.03.2019 14:00;
99086;01.03.2019 15:00;
99086;01.03.2019 16:00;
99086;01.03.2019 17:00;
99086;01.03.2019 18:00;
99086;01.03.2019 19:00;
99086;01.03.2019 20:00;
99086;01.03.2019 21:00;
99086;01.03.2019 22:00;
99086;01.03.2019 23:00;
97908;01.03.2019 0:00;
97908;01.03.2019 1:00;
97908;01.03.2019 2:00;
97908;01.03.2019 3:00;
97908;01.03.2019 4:00;
97908;01.03.2019 5:00;
97908;01.03.2019 6:00;
97908;01.03.2019 7:00;
97908;01.03.2019 8:00;
97908;01.03.2019 9:00;
97908;01.03.2019 10:00;
97908;01.03.2019 11:00;
97908;01.03.2019 12:00;
97908;01.03.2019 13:00;
97908;01.03.2019 14:00;
97908;01.03.2019 15:00;
97908;01.03.2019 16:00;
97908;01.03.2019 17:00;
97908;01.03.2019 18:00;
97908;01.03.2019 19:00;
97908;01.03.2019 20:00;
97908;01.03.2019 21:00;
97908;01.03.2019 22:00;
97908;01.03.2019 23:00;
54699;01.03.2019 0:00;
54699;01.03.2019 1:00;
54699;01.03.2019 2:00;
54699;01.03.2019 3:00;
54699;01.03.2019 4:00;
54699;01.03.2019 5:00;
54699;01.03.2019 6:00;
54699;01.03.2019 7:00;
54699;01.03.2019 8:00;
54699;01.03.2019 9:00;
54699;01.03.2019 10:00;
54699;01.03.2019 11:00;
54699;01.03.2019 12:00;
54699;01.03.2019 13:00;
54699;01.03.2019 14:00;
54699;01.03.2019 15:00;
54699;01.03.2019 16:00;
54699;01.03.2019 17:00;
54699;01.03.2019 18:00;
54699;01.03.2019 19:00;
54699;01.03.2019 20:00;
54699;01.03.2019 21:00;
54699;01.03.2019 22:00;
54699;01.03.2019 23:00;
90422;01.03.2019 0:00;
90422;01.03.2019 1:00;
90422;01.03.2019 2:00;
90422;01.03.2019 3:00;
90422;01.03.2019 4:00;
90422;01.03.2019 5:00;
90422;01.03.2019 6:00;
90422;01.03.2019 7:00;
90422;01.03.2019 8:00;
90422;01.03.2019 9:00;
90422;01.03.2019 10:00;
90422;01.03.2019 11:00;
90422;01.03.2019 12:00;
90422;01.03.2019 13:00;
90422;01.03.2019 14:00;
90422;01.03.2019 15:00;
90422;01.03.2019 16:00;
90422;01.03.2019 17:00;
90422;01.03.2019 18:00;
90422;01.03.2019 19:00;
90422;01.03.2019 20:00;
90422;01.03.2019 21:00;
90422;01.03.2019 22:00;
90422;01.03.2019 23:00;
95646;01.03.2019 0:00;
95646;01.03.2019 1:00;
95646;01.03.2019 2:00;
95646;01.03.2019 3:00;
95646;01.03.2019 4:00;
95646;01.03.2019 5:00;
95646;01.03.2019 6:00;
95646;01.03.2019 7:00;
95646;01.03.2019 8:00;
95646;01.03.2019 9:00;
95646;01.03.2019 10:00;
95646;01.03.2019 11:00;
95646;01.03.2019 12:00;
95646;01.03.2019 13:00;
95646;01.03.2019 14:00;
95646;01.03.2019 15:00;
95646;01.03.2019 16:00;
95646;01.03.2019 17:00;
95646;01.03.2019 18:00;
95646;01.03.2019 19:00;
95646;01.03.2019 20:00;
95646;01.03.2019 21:00;
95646;01.03.2019 22:00;
95646;01.03.2019 23:00;
29217;01.03.2019 0:00;
29217;01.03.2019 1:00;
29217;01.03.2019 2:00;
29217;01.03.2019 3:00;
29217;01.03.2019 4:00;
29217;01.03.2019 5:00;
29217;01.03.2019 6:00;
29217;01.03.2019 7:00;
29217;01.03.2019 8:00;
29217;01.03.2019 9:00;
29217;01.03.2019 10:00;
29217;01.03.2019 11:00;
29217;01.03.2019 12:00;
29217;01.03.2019 13:00;
29217;01.03.2019 14:00;
29217;01.03.2019 15:00;
29217;01.03.2019 16:00;
29217;01.03.2019 17:00;
29217;01.03.2019 18:00;
29217;01.03.2019 19:00;
29217;01.03.2019 20:00;
29217;01.03.2019 21:00;
29217;01.03.2019 22:00;
29217;01.03.2019 23:00;
45827;01.03.2019 0:00;
45827;01.03.2019 1:00;
45827;01.03.2019 2:00;
45827;01.03.2019 3:00;
45827;01.03.2019 4:00;
45827;01.03.2019 5:00;
45827;01.03.2019 6:00;
45827;01.03.2019 7:00;
45827;01.03.2019 8:00;
45827;01.03.2019 9:00;
45827;01.03.2019 10:00;
45827;01.03.2019 11:00;
45827;01.03.2019 12:00;
45827;01.03.2019 13:00;
45827;01.03.2019 14:00;
45827;01.03.2019 15:00;
45827;01.03.2019 16:00;
45827;01.03.2019 17:00;
45827;01.03.2019 18:00;
45827;01.03.2019 19:00;
